KODE_KEL_BRG;URAIAN_KEL_BRG;ID_ SSH;KODE_ BARANG;URAIAN_BARANG;SPESIFIKASI;SATUAN;HARGA_SATUAN
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559619;1.3.02.07.02.0005.00061;Jarum Jahit Kulit No. 11;GR ( OTOT ) DAN GT (KULIT ) 11 uk (6 atau 7 atau 8 atau 9 atau 10 atau 11 atau 12 atau 13 atau 14 atau 15 atau 16);Set;173271
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559618;1.3.02.07.02.0005.00060;Jarum Jahit Kulit No. 10;GR ( OTOT ) DAN GT (KULIT ) 11 uk (6 atau 7 atau 8 atau 9 atau 10 atau 11 atau 12 atau 13 atau 14 atau 15 atau 16);Set;173271
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559617;1.3.02.07.02.0005.00059;Jarum Jahit Kulit No. 9;GR ( OTOT ) DAN GT (KULIT ) 11 uk (6 atau 7 atau 8 atau 9 atau 10 atau 11 atau 12 atau 13 atau 14 atau 15 atau 16);Psc;173271
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7495090;1.3.02.07.02.0005.00045;STERILISATOR KERING;Daya terpakai : < 700W Metode Sterilisasi Ruang Atas : Ozon Konsentrasi Sangat Tinggi Metode Sterilisasi Ruang Bawah : Radiasi Sinar Inframerah;Unit;18566200
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7558301;1.3.02.07.02.0005.00049;Bracket Hand Sanitizer;Bracket Hand Sanitizer;Buah;85000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7475811;1.3.02.07.02.0005.00018;adult suction electrode ecg bulb elektroda balon EKG;adult suction electrode ecg bulb elektroda balon ekg;Set;400000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7475815;1.3.02.07.02.0005.00019;Autoclave 50 Liter;Autoclave 50 Liter;Unit;2109000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479076;1.3.02.07.02.0005.00036;Newborn Set;Newborn Set;Set;150000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479141;1.3.02.07.02.0005.00037;Pempers Bayi;Pempers Bayi;Box;70000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479246;1.3.02.07.02.0005.00038;Tas tracing;Kapasitas 30L;Buah;420000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479249;1.3.02.07.02.0005.00039;Tensimeter otomatis;Alat pengukur tekanan darah otomatis dengan printer;Set;40000000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479250;1.3.02.07.02.0005.00040;Timbangan + Tinggi Badan;Timbangan badan + pengukur tinggi badan;Set;750000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7475820;1.3.02.07.02.0005.00020;Bedah minor set;Bedah minor set;Set;350000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479256;1.3.02.07.02.0005.00041;Up implan kit;Scalpel Handle No.3, Scalpel Blade No.10, Fixing Clamp, Dressing forcep, Halstead mosquito forcep curved 12.5 cm, Trocard Nolant, Dompet Set;Kit;150000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479314;1.3.02.07.02.0005.00044;Sikat cuci alat medis;Sikat cuci alat medis;Buah;17000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479259;1.3.02.07.02.0005.00042;Urine Analizer;Mesin Pemeriksaan Urine;Buah;8050000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296149;1.3.02.07.02.0005.00010;Digital Pressure Meter;Digital Pressure Meter;Unit;744000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559450;1.3.02.07.02.0005.00058;Lampu Tindakan di ambulance dengan rel;"""Lampu ambulan 12 volt DC, Lampu sorot philips, Harga promo sd akhir bulan, 2 set lampu 5W philips putih 12volt / kuning warm white, 2 fitting bulat artalux Putih / Hitam dan 1pc rel merk artalux 1 meter putih / hitam, komplit, ada hitam dan putih yg dikirim rel ada tulisan 220v dan fitting ada tulisan 220v""";Buah;285600
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7477902;1.3.02.07.02.0005.00021;Emergency Kit;Emergency kit standar;Set;2932500
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7477905;1.3.02.07.02.0005.00022;Tas Emergency kit;Tas Emergency Kit Guna Keperluan Darurat sudah termasuk isi Lengkap;Kit;4000000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7477906;1.3.02.07.02.0005.00023;Emergency Set Instrument;Emergency Set Instrument;Set;54496700
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7477909;1.3.02.07.02.0005.00024;Fotometer;Microlab 300 LX;Unit;288217600
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7478634;1.3.02.07.02.0005.00025;IUD Kit;Bahan terbuat dari stainless steel;Kit;720000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7478799;1.3.02.07.02.0005.00026;Kertas Pembungkus Obat Tablet;Kertas Pembungkus Obat Tablet;Buah;80000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7478805;1.3.02.07.02.0005.00027;Lampu tindakan;Lampu Periksa / Examination Lamp Jungson dilengkapi dengan dimmer, iluminasi makaimum 89.000 lux;Buah;1500000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7303616;1.3.02.07.02.0005.00013;Fore Head Thermometer;Fore Head Thermometer;Unit;633826
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7303615;1.3.02.07.02.0005.00012;Forehead Thermometer;Forehead Thermometer;Unit;2250000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559426;1.3.02.07.02.0005.00057;TENSI DIGITAL;untuk mengukur tekanan darah;Unit;2297700
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559424;1.3.02.07.02.0005.00056;BOX BAYI;untuk tempat tidur bayi;Unit;1899000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7303978;1.3.02.07.02.0005.00017;Sterilizer Room;Sterilizer Room;Unit;4500000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559423;1.3.02.07.02.0005.00055;AIR PURIFIER;alat sterilisasi / penghilang bau;Unit;28300000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479298;1.3.02.07.02.0005.00043;Stetoscope;Stetoscope;Buah;613800
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7558362;1.3.02.07.02.0005.00051;Bracket Hand Sanitizer;Bracket Hand Sanitizer;Buah;85000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7558363;1.3.02.07.02.0005.00052;Tempat Sabun;Tempat Sabun;Buah;43900
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296076;1.3.02.07.02.0005.00009;Sharp Container 1 L;Sharp Container 1 L;Buah;75000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296075;1.3.02.07.02.0005.00008;Sharp Container 1 L;Sharp Container 1 L;Buah;55700
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7303751;1.3.02.07.02.0005.00014;Pocket fetal doppler;"Pocket fetal doppler Spesifikasi :; Alat mendeteksi detak jantung janin dalam kandungan; - Model portabel/ dapat dibawa-bawa; - Menggunakan teknologi gelombang denyut ultrasonic (puLse wave ultrasonic) yang dapat mengurangi resiko efek terhadap janin dan meningkatkan akurasi";Unit;5715600
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7554427;1.3.02.07.02.0005.00047;Nebulizer;Portable, include alat kompresor, tempat obat, masker dewasa, mouthpiece;Buah;650000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559422;1.3.02.07.02.0005.00054;DOPLER;memantau detak janin Bayi;Unit;3200000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7554437;1.3.02.07.02.0005.00048;Lampu Tindakan di ambulance;Lampu ambulan 12 volt DC, Lampu sorot philips, Harga promo sd akhir bulan, 2 set lampu 5W philips putih 12volt / kuning warm white, 2 fitting bulat artalux Putih / Hitam dan 1pc rel merk artalux 1 meter putih / hitam, komplit, ada hitam dan putih yg dikirim rel ada tulisan 220v dan fitting ada tulisan 220v;Buah;285600
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7559391;1.3.02.07.02.0005.00053;Swab Chamber;Swab Chamber;Buah;10000000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296074;1.3.02.07.02.0005.00007;Safety lancet;Jarum lancet yang terintegrasi langsung dengan lancing devicenya;Box;62850
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296073;1.3.02.07.02.0005.00006;Strip Gula Darah;Deteksi kadar gula darah dalam sampel darah perifer;Box;244326
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7296072;1.3.02.07.02.0005.00005;Drug urine test;Deteksi cepat kadar obat-obatan terlarang/NAPZA (AMP-BZO-COC-MET-MOP-THC) dalam sampel urin;Box;850000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7303945;1.3.02.07.02.0005.00016;Pulverizer (blender obat);pulverizer (blender obat),;Set;3561600
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479023;1.3.02.07.02.0005.00029;Masker Oksigen (Nebulizer) Anak-anak;Masker Oksigen (Nebulizer) Anak-anak;Buah;25000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7479022;1.3.02.07.02.0005.00028;Manset Anak;Manset Tensimeter Tensi Anak Child Perekat 2 Selang Asher 14-21,5 cm;Buah;110000
1.3.02.07.02.0005;Alat Kesehatan Umum Lainnya;7558302;1.3.02.07.02.0005.00050;Tempat Sabun;Tempat Sabun;Buah;43900
1.3.02.08.01.0012;Alat Laboratorium Mikrobiologi;7303942;1.3.02.08.01.0012.00001;Biological Microscope Olympus CX 33;Biological Microscope Olympus CX 33;Unit;29480000
1.3.02.08.01.0012;Alat Laboratorium Mikrobiologi;7303943;1.3.02.08.01.0012.00002;Olympus Microscope Digital Camera LC30;Olympus Microscope Digital Camera LC30;Unit;35591000
1.3.02.08.01.0012;Alat Laboratorium Mikrobiologi;7495014;1.3.02.08.01.0012.00003;Alat Pemeriksaan Viral Load HIV;Alat Pemeriksaan Viral Load HIV dengan sistem LED iluminasi dan deteksi berbasis CCD;Unit;388850000
1.3.02.08.01.0031;Alat Laboratorium Metrologi;7554875;1.3.02.08.01.0031.00001;Timbangan Elektronik Kapasitas 1020 g Daya Baca 0,001 g;Timbangan Elektronik Kapasitas 1020 g Daya Baca 0,001 g;Unit;67000000
1.3.02.08.01.0053;Alat Laboratorium Kesehatan Kerja;7303982;1.3.02.08.01.0053.00004;Diacon N (kontRoll normal);Diacon N (kontRoll normal),;Botol;1551900
1.3.02.08.01.0053;Alat Laboratorium Kesehatan Kerja;7303562;1.3.02.08.01.0053.00001;Tabung Vacutainer Tutup Ungu;Tabung Vacutainer Tutup Ungu;Box;888900
1.3.02.08.01.0053;Alat Laboratorium Kesehatan Kerja;7303590;1.3.02.08.01.0053.00003;ECG Simulator;ECG Simulator;Unit;840000
1.3.02.08.01.0053;Alat Laboratorium Kesehatan Kerja;7303563;1.3.02.08.01.0053.00002;Tabung Microtainer Tutup Ungu;Tabung Microtainer Tutup Ungu;Box;570900
1.3.02.08.01.0063;Alat Pengukur Gelombang;7303591;1.3.02.08.01.0063.00001;Multi Tester Merk Sanwa /Avoter Manual;Avoter Manual;Unit;833200
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558531;1.3.02.08.01.0064.00005;Spatula;Spatula, stainless;unit;26150
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558542;1.3.02.08.01.0064.00007;Murashige & Skoog;Murashige & Skoog;botol;1197900
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558540;1.3.02.08.01.0064.00006;Pinset Anatomis;Pinset Anatomis, Stainless;unit;26500
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558526;1.3.02.08.01.0064.00001;Cawan Petridish;Cawan Petridish;set;45980
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558527;1.3.02.08.01.0064.00002;Erlenmeyer Flask;Erlenmeyer Flask;unit;75020
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558529;1.3.02.08.01.0064.00004;Ose Stainless + Jarum;Ose Stainless + Jarum,;unit;206100
1.3.02.08.01.0064;Unit Alat Laboratorium Lainnya;7558528;1.3.02.08.01.0064.00003;Bunsen;Bunsen, kaca, 250 ml;unit;50000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304220;1.3.02.08.05.0002.00008;Tambalan light cure flow posterior;Tambalan light cure flow posterior;Buah;350000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304253;1.3.02.08.05.0002.00037;Ari Timer;Respiratory rate timer;Buah;216000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304252;1.3.02.08.05.0002.00036;Minute Mechanical Timer / Timer Mekanik;Minute Mechanical Timer / Timer Mekanik;Buah;100000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304219;1.3.02.08.05.0002.00007;Tumpatan glass lonomer cement;Tumpatan glass lonomer cement;Pack;1003200
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304251;1.3.02.08.05.0002.00035;Timer Mekanis;Alat mengukur waktu, Rentang 0-60 menit dengan resolusi 1 menit, Dimensi pengatur waktu adalah 60 x 60 x 34 mm;Buah;106500
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304227;1.3.02.08.05.0002.00015;Pelunak Karang Gigi;Pelunak Karang Gigi;Botol;238500
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304224;1.3.02.08.05.0002.00012;Jarum K-File (15-40);Jarum K-File (15-40);Buah;218700
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304228;1.3.02.08.05.0002.00016;Citoject Sopira;Citoject Sopira;Buah;12000000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304226;1.3.02.08.05.0002.00014;Tumpatan sementara;Tumpatan sementara;Buah;110000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304229;1.3.02.08.05.0002.00017;Jarum Citoject;Jarum Citoject;Dus;165000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304230;1.3.02.08.05.0002.00018;Tambalan Light cure posterior;Tambalan Light cure posterior;Buah;390000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304225;1.3.02.08.05.0002.00013;Jarum K-File (45-80);Jarum K-File (45-80);Buah;333900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304241;1.3.02.08.05.0002.00025;Ari Timer;Ari Timer;Buah;216000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304242;1.3.02.08.05.0002.00026;Oximeter;Oximeter;Unit;4155700
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304243;1.3.02.08.05.0002.00027;Lampu Periksa Halogen;Lampu Periksa Halogen;Buah;4434000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304250;1.3.02.08.05.0002.00034;Gunting Verban;Gunting Verban;Pcs;200000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303583;1.3.02.08.05.0002.00004;Kasa Pembalut Hydrohil 4 m x 15 cm;Kasa Pembalut Hydrohil 4 m x 15 cm;Roll;4600
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304231;1.3.02.08.05.0002.00019;Tambalan Light cure anterior;Tambalan Light cure anterior;Buah;406900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304223;1.3.02.08.05.0002.00011;Jarum Exterpasie;Jarum Exterpasie;Strip;130000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304222;1.3.02.08.05.0002.00010;Fuji IX;Fuji IX;Buah;420000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303580;1.3.02.08.05.0002.00001;Kasa Steril 16 x16 cm;Kasa Steril 16 x16 cm;Per Bungkus;8500
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303748;1.3.02.08.05.0002.00005;Torniquet;Torniquet, Alat mengerutkan dan menekan pembuluh darah untuk pengambilan sampel darah;Unit;86500
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303750;1.3.02.08.05.0002.00006;Plastik Sheat;Plastik Sheat, Made in france : Panjang Sheat @ 44,3 cm, Diameter 4 mm, isi 100 biji;Pack;170700
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304249;1.3.02.08.05.0002.00033;Gunting benang;Gunting benang;Pcs;190000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304248;1.3.02.08.05.0002.00032;Pen Light;Pen Light;Buah;304000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304232;1.3.02.08.05.0002.00020;Orabloc (Articaine hydrochloride 4% and epinephrine 1:100.000) Injection;Orabloc (Articaine hydrochloride 4% and epinephrine 1:100.000) Injection;Dus;850000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304233;1.3.02.08.05.0002.00021;IV Catheter no 18;IV Catheter no 18;Set;8900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304234;1.3.02.08.05.0002.00022;IV Catheter no 20;IV Catheter no 20;Set;8900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304221;1.3.02.08.05.0002.00009;Disposible Micro Aplikator;Disposible Micro Aplikator;Buah;130000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304235;1.3.02.08.05.0002.00023;IV Catheter no 22;IV Catheter no 22;Set;8900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304236;1.3.02.08.05.0002.00024;IV Catheter no 24;IV Catheter no 24;Set;8900
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304247;1.3.02.08.05.0002.00031;Gunting Metzenbaum;Gunting Metzenbaum bentuk X lengkung pada ujung;Pcs;190000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303582;1.3.02.08.05.0002.00003;Kasa Pembalut 36m X 80 cm;Kasa Pembalut 36m X 80 cm;Roll;137800
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304244;1.3.02.08.05.0002.00028;Catgut Chromic 3-0;Catgut Chromic 3-0;Boks;190000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304245;1.3.02.08.05.0002.00029;Oropharyngeal;Oropharyngeal;Set;218385
1.3.02.08.05.0002;Alat Kesehatan Kerja;7303581;1.3.02.08.05.0002.00002;Kasa Pembalut 2m X 80 cm;Kasa Pembalut 2m X 80 cm;Roll;10000
1.3.02.08.05.0002;Alat Kesehatan Kerja;7304246;1.3.02.08.05.0002.00030;PinSet Cirurgis;PinSet Cirurgis panjang 14 cm;Pcs;22000
1.3.02.10.01.0001;Komputer Jaringan;7303617;1.3.02.10.01.0001.00001;Enterprise Server Rack 2 CPU;HPE PRolliant DL380G10;Unit;88000000
1.3.02.10.01.0001;Komputer Jaringan;7479293;1.3.02.10.01.0001.00002;Alat Komputer Server;Alat Komputer Server;Set;33078000
1.3.02.10.01.0002;Personal Computer;7557958;1.3.02.10.01.0002.00016;PC All In One Core I 5;PC All In One Core I 5;Unit;15469881
1.3.02.10.01.0002;Personal Computer;7303624;1.3.02.10.01.0002.00004;Komputer All in One - core i3 6006U, 500gb HDD, 21.5 inch;Komputer All in One - core i3 6006U, 500gb HDD, 21.5 inch;Unit;9210400
1.3.02.10.01.0002;Personal Computer;7303623;1.3.02.10.01.0002.00003;Pc All In One Setara Core i5;Pc All In One Setara Core i5;Unit;13000000
1.3.02.10.01.0002;Personal Computer;7303622;1.3.02.10.01.0002.00002;Komputer PC multimedia;Komputer PC Standar multimedia;Unit;34500000
1.3.02.10.01.0002;Personal Computer;7303620;1.3.02.10.01.0002.00001;PC All In One;Komputer PC Standar Keperluan Kantor Setara Core i3 Ram 2GB HDD 1T DVDRW Keyboard Mouse Monitor Minimal 19 inch;Unit;11649400
1.3.02.10.01.0002;Personal Computer;7303627;1.3.02.10.01.0002.00007;Laptop Core i3;Laptop Core i3;Buah;6213900
1.3.02.10.01.0002;Personal Computer;7485779;1.3.02.10.01.0002.00013;Pc All In One Core i5;Pc All In One Core i5;Unit;15469881
1.3.02.10.01.0002;Personal Computer;7303975;1.3.02.10.01.0002.00012;All in One PC Core i5;All in One PC Core i5;Unit;10000000
1.3.02.10.01.0002;Personal Computer;7495013;1.3.02.10.01.0002.00014;Laptop Core i9;Laptop Core i9;Unit;33700000
1.3.02.10.01.0002;Personal Computer;7303626;1.3.02.10.01.0002.00006;Laptop Core i7;Laptop Core i7;Unit;21500000
1.3.02.10.01.0002;Personal Computer;7303625;1.3.02.10.01.0002.00005;PC ALL In One core i 7;PC ALL In One core i 7;Unit;19595000
1.3.02.10.01.0002;Personal Computer;7554428;1.3.02.10.01.0002.00015;Laptop Editing;Memory RAM 16 GB , Storage 1 TB SSD;Unit;33499000
1.3.02.10.01.0002;Personal Computer;7303628;1.3.02.10.01.0002.00008;Laptop;Laptop;Unit;14749850
1.3.02.10.01.0002;Personal Computer;7303629;1.3.02.10.01.0002.00009;Laptop kantor;Core I7ram 4 GBHDD 1 TB Layar mini 12 inch OS Win 10;Unit;19103300
1.3.02.10.01.0002;Personal Computer;7303630;1.3.02.10.01.0002.00010;Laptop;"Prosesor: Intel Core i5; Layar: 14 inch";Unit;9000000
1.3.02.10.01.0002;Personal Computer;7303631;1.3.02.10.01.0002.00011;Laptop Core i 7;core i 7 , hardisk 2 TB SSD, Ram 32 GB DDR4, VGA 16 GB,;Unit;69028830
1.3.02.10.01.0003;Komputer Unit Lainnya;7303621;1.3.02.10.01.0003.00001;Switch Hub;Switch Hub;Unit;2305500
1.3.02.10.01.0003;Komputer Unit Lainnya;7554441;1.3.02.10.01.0003.00006;Laptop Grafis;NVIDIA Ge Force RTX 3050, RAM 8 GB, Storage 512 GB, Layar 15,6 Inch, Intel HM470;Unit;12799000
1.3.02.10.01.0003;Komputer Unit Lainnya;7303634;1.3.02.10.01.0003.00002;Belanja Modal NAS (Network Attached Storage);Belanja Modal NAS (Network Attached Storage);Unit;24345235
1.3.02.10.01.0003;Komputer Unit Lainnya;7479049;1.3.02.10.01.0003.00005;Mesin survey otomatis;Alat survey kepuasan pelanggan, beserta software pendukung;Set;8500000
1.3.02.10.01.0003;Komputer Unit Lainnya;7303669;1.3.02.10.01.0003.00003;Modem;Modem;Unit;982500
1.3.02.10.01.0003;Komputer Unit Lainnya;7303670;1.3.02.10.01.0003.00004;Modem 3G/4G;Modem 3G/4G;Unit;2940500
1.3.02.10.02.0001;Peralatan Mainframe;7305407;1.3.02.10.02.0001.00001;Hard Disk Internal;Hard Disk SATA 10 Tb;Buah;7007000
1.3.02.10.02.0004;Peralatan Jaringan;7303690;1.3.02.10.02.0004.00022;Access Point Indoor WIFI;Access Point Indoor WIFI (256 User);Unit;4221360
1.3.02.10.02.0004;Peralatan Jaringan;7296442;1.3.02.10.02.0004.00001;Network Poe Switch;Network Poe Switch;Unit;834064
1.3.02.10.02.0004;Peralatan Jaringan;7303689;1.3.02.10.02.0004.00021;Tang CRimping;Tang CRimping;Buah;150000
1.3.02.10.02.0004;Peralatan Jaringan;7303665;1.3.02.10.02.0004.00002;Router CCR;Router CCR2004-1G-12S+2XS;Unit;12681000
1.3.02.10.02.0004;Peralatan Jaringan;7303666;1.3.02.10.02.0004.00003;Router;Router;Buah;1480463
1.3.02.10.02.0004;Peralatan Jaringan;7303667;1.3.02.10.02.0004.00004;Router Board RB450Gx4;Mikrotik RB450Gx4 Router Indoor;Unit;2000000
1.3.02.10.02.0004;Peralatan Jaringan;7303668;1.3.02.10.02.0004.00005;Ubiquiti UniFi AP AC Pro Access Point;"Max power consumption 9W, Max TX Power 2.4 GHz :22dBm  5 GHz : 22 dBm";Unit;2500000
1.3.02.10.02.0004;Peralatan Jaringan;7303678;1.3.02.10.02.0004.00013;Kabel Fiber Optic 12core Single Mode;Kabel Fiber Optic 12core Single Mode;Meter;12980
1.3.02.10.02.0004;Peralatan Jaringan;7303671;1.3.02.10.02.0004.00006;RJ45 Connector Cat 6;RJ45 Connector Cat 6;Pak;675000
1.3.02.10.02.0004;Peralatan Jaringan;7303672;1.3.02.10.02.0004.00007;Kabel UTP;Kabel UTP;Roll;2650000
1.3.02.10.02.0004;Peralatan Jaringan;7303673;1.3.02.10.02.0004.00008;Kabel UTP CAT 6 AMP;Kabel UTP CAT 6 AMP;Roll;2075300
1.3.02.10.02.0004;Peralatan Jaringan;7303688;1.3.02.10.02.0004.00020;RJ45 Connector Cat 6;RJ45 Connector Cat 6;Box;100000
1.3.02.10.02.0004;Peralatan Jaringan;7303677;1.3.02.10.02.0004.00012;Kabel HDMI 10 m;Kabel HDMI 10 m;Buah;400000
1.3.02.10.02.0004;Peralatan Jaringan;7303676;1.3.02.10.02.0004.00011;Kabel LAN;Kabel LAN,;Meter;9700
1.3.02.10.02.0004;Peralatan Jaringan;7303675;1.3.02.10.02.0004.00010;Kabel Internet;Kabel Internet;Meter;15000
1.3.02.10.02.0004;Peralatan Jaringan;7479292;1.3.02.10.02.0004.00032;UPS Rackmount 3000 va;UPS Rackmount 3000 va;Unit;19047600
1.3.02.10.02.0004;Peralatan Jaringan;7304146;1.3.02.10.02.0004.00028;Uninterruptible Power Supply (UPS) 900 Watts / 1500 VA;Uninterruptible Power Supply (UPS) 900 Watts / 1500 VA;Buah;5618000
1.3.02.10.02.0004;Peralatan Jaringan;7303674;1.3.02.10.02.0004.00009;Kabel Perpanjangan USB 3.0 10 Meter;Kabel Perpanjangan USB 3.0 10 Meter;Buah;738270
1.3.02.10.02.0004;Peralatan Jaringan;7303695;1.3.02.10.02.0004.00027;Tang CRimping;RJ45 Cat6 Cat5e Cat3 RJ11 plugs RJ45 connector;Unit;375000
1.3.02.10.02.0004;Peralatan Jaringan;7489397;1.3.02.10.02.0004.00033;LAN Tester;LAN Tester;Unit;2275000
1.3.02.10.02.0004;Peralatan Jaringan;7303687;1.3.02.10.02.0004.00019;Wire Management Horisontal;Wire Management Horisontal 2U (WM01);Buah;330000
1.3.02.10.02.0004;Peralatan Jaringan;7304390;1.3.02.10.02.0004.00029;Kabel UTP CAT 6 AMP;Kabel UTP CAT 6 AMP;Buah;2161250
1.3.02.10.02.0004;Peralatan Jaringan;7303679;1.3.02.10.02.0004.00014;Kabel Udara Fiber Optic 6 Core Armored;Kabel Udara Fiber Optic 6 Core Armored;Meter;22815
1.3.02.10.02.0004;Peralatan Jaringan;7303694;1.3.02.10.02.0004.00026;PoE Access Point indoor up to 15 watt;PoE Access Point indoor up to 15 watt;Unit;257400
1.3.02.10.02.0004;Peralatan Jaringan;7305406;1.3.02.10.02.0004.00030;Manageable Switch;Manageable Switch dengan Minimal 48 Port Gigabit Ethernet dan 4 SFP Ports;Unit;17418700
